"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","136","Filter Popover Visibility","tests.admin","Sun Feb 22 19:57:32 UTC 2026","passed","Sun Feb 22 19:57:32 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","165","Required fields validation","tests.public","Sun Feb 22 20:00:43 UTC 2026","passed","Sun Feb 22 20:00:43 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that the Company Telephone Number field enforces 7–15 character length
        (including '+' and country code).

        Uses a function-scoped browser context via corporate_general_page fixture.
        Each parametrized case fills the phone field, submits, and checks validation.
        ","5807","Phone Number Length Validation – 12345678","tests.forms","Sun Feb 22 20:00:30 UTC 2026","failed","Sun Feb 22 20:00:36 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","209","Generate Link Modal Load","tests.admin","Sun Feb 22 19:58:12 UTC 2026","passed","Sun Feb 22 19:58:12 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Ensure the hide/show button toggles the input ``type`` attribute.","132","Password visibility toggle works","tests.public","Sun Feb 22 19:59:39 UTC 2026","passed","Sun Feb 22 19:59:39 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2130","Required Field Validations","tests.admin","Sun Feb 22 19:58:14 UTC 2026","passed","Sun Feb 22 19:58:16 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2960","Required Field Validations","tests.admin","Sun Feb 22 20:00:04 UTC 2026","passed","Sun Feb 22 20:00:07 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","131","Search Options Visibility","tests.admin","Sun Feb 22 19:57:30 UTC 2026","passed","Sun Feb 22 19:57:30 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Full Name.
        ","944","Search by Name","tests.admin","Sun Feb 22 19:59:44 UTC 2026","passed","Sun Feb 22 19:59:45 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the Company Telephone Number field enforces 7–15 character length
        (including '+' and country code).

        Uses a function-scoped browser context via corporate_general_page fixture.
        Each parametrized case fills the phone field, submits, and checks validation.
        ","5821","Phone Number Length Validation – 12345","tests.forms","Sun Feb 22 19:59:00 UTC 2026","failed","Sun Feb 22 19:59:05 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","2360","Successful Login","tests.public","Sun Feb 22 19:59:18 UTC 2026","passed","Sun Feb 22 19:59:20 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","6061","Generate Link Functional Flow","tests.admin","Sun Feb 22 20:00:17 UTC 2026","passed","Sun Feb 22 20:00:23 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Verify that clicking 'Sign in' link opens the Sign In page.","399","Sign‑In navigation","tests.public","Sun Feb 22 19:59:42 UTC 2026","passed","Sun Feb 22 19:59:42 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","956","Workflows Page Load","tests.admin","Sun Feb 22 19:58:09 UTC 2026","passed","Sun Feb 22 19:58:10 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","162","Required fields validation","tests.public","Sun Feb 22 20:01:37 UTC 2026","passed","Sun Feb 22 20:01:37 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that the corporate form shows validation errors for required fields 
        when submitted empty.
        
        Steps:
        1. Open Corporate form
        2. Click ""Submit Application"" without filling data
        3. Iterate through all required fields and verify they are marked as invalid
        ","8521","Corporate Form Fields Validation","tests.forms","Sun Feb 22 19:58:44 UTC 2026","failed","Sun Feb 22 19:58:53 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","3762","Filter by Profile Type","tests.admin","Sun Feb 22 19:57:46 UTC 2026","passed","Sun Feb 22 19:57:50 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","494","Wrong format fields validation","tests.public","Sun Feb 22 20:00:41 UTC 2026","passed","Sun Feb 22 20:00:42 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","162","Password rules validation","tests.public","Sun Feb 22 20:00:45 UTC 2026","passed","Sun Feb 22 20:00:45 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search filters links correctly by Full Name.
        ","1040","Search by Name","tests.admin","Sun Feb 22 19:57:35 UTC 2026","passed","Sun Feb 22 19:57:36 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test closing the invalid credentials notification.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears and can be closed
        ","2695","Close Invalid Credentials Notification","tests.public","Sun Feb 22 19:59:25 UTC 2026","passed","Sun Feb 22 19:59:28 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that clicking a Profile Link navigates to the correct profile page.

        This test verifies that:
        1. User can click on a profile link in the table
        2. User navigates to the corresponding profile page
        3. Profile details (Customer Name, Email, Profile Type) match the selected link
        4. Verifications table shows correct Type, Status (Draft), and Creation Date
        ","1535","Profile Link opens correct Profile Details with matching data and Draft verification","tests.admin","Sun Feb 22 20:00:00 UTC 2026","passed","Sun Feb 22 20:00:02 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","979","Links Page Load","tests.admin","Sun Feb 22 19:57:27 UTC 2026","passed","Sun Feb 22 19:57:28 UTC 2026","TestLinksPage","test_links_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","160","Password rules validation","tests.public","Sun Feb 22 20:01:26 UTC 2026","passed","Sun Feb 22 20:01:26 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that the sign‑up page loads and all critical elements are visible.","1191","Sign‑Up page loads and all elements are visible","tests.public","Sun Feb 22 19:59:33 UTC 2026","passed","Sun Feb 22 19:59:34 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1327","Search by Partial Email","tests.admin","Sun Feb 22 19:59:52 UTC 2026","passed","Sun Feb 22 19:59:54 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the Company Telephone Number field enforces 7–15 character length
        (including '+' and country code).

        Uses a function-scoped browser context via corporate_general_page fixture.
        Each parametrized case fills the phone field, submits, and checks validation.
        ","5821","Phone Number Length Validation – 123456789012345","tests.forms","Sun Feb 22 20:01:18 UTC 2026","failed","Sun Feb 22 20:01:24 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test that the corporate form shows validation errors for required tabs 
        and invalid sections when submitted empty.
        
        Steps:
        1. Open Corporate form
        2. Click ""Submit Application"" without filling data
        3. Verify all Tabs are marked as invalid
        4. Verify all Sections on the current tab (General) are marked as invalid
        ","7590","Corporate Form Tabs and Sections Validation","tests.forms","Sun Feb 22 19:58:37 UTC 2026","passed","Sun Feb 22 19:58:44 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1382","Invalid Credentials Notification","tests.public","Sun Feb 22 19:59:23 UTC 2026","passed","Sun Feb 22 19:59:24 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2883","Invalid Email Format Validation","tests.admin","Sun Feb 22 20:00:08 UTC 2026","passed","Sun Feb 22 20:00:11 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","973","Search by Partial Name","tests.admin","Sun Feb 22 19:57:40 UTC 2026","passed","Sun Feb 22 19:57:41 UTC 2026","TestLinksPage","test_links_page","",""
"Verify that clicking 'Sign up' link opens the Sign Up page.","407","Sign-Up navigation","tests.public","Sun Feb 22 19:59:32 UTC 2026","passed","Sun Feb 22 19:59:33 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","553","Empty fields validation","tests.public","Sun Feb 22 20:00:59 UTC 2026","passed","Sun Feb 22 20:00:59 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","516","Wrong format fields validation","tests.public","Sun Feb 22 19:59:29 UTC 2026","passed","Sun Feb 22 19:59:30 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","542","Wrong format fields validation","tests.public","Sun Feb 22 20:01:03 UTC 2026","passed","Sun Feb 22 20:01:04 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that 'Hide Expired Links' toggle correctly hides/shows expired links.
        Uses Playwright's clock to simulate time passing.
        ","2662","Hide Expired Links Toggle","tests.admin","Sun Feb 22 19:57:59 UTC 2026","passed","Sun Feb 22 19:58:01 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","510","Empty fields validation","tests.public","Sun Feb 22 20:00:37 UTC 2026","passed","Sun Feb 22 20:00:38 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that clicking a Profile Link navigates to the correct profile page.

        This test verifies that:
        1. User can click on a profile link in the table
        2. User navigates to the corresponding profile page
        3. Profile details (Customer Name, Email, Profile Type) match the selected link
        4. Verifications table shows correct Type, Status (Draft), and Creation Date
        ","1866","Profile Link opens correct Profile Details with matching data and Draft verification","tests.admin","Sun Feb 22 19:58:06 UTC 2026","passed","Sun Feb 22 19:58:08 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1991","Invalid Email Format Validation","tests.admin","Sun Feb 22 20:01:28 UTC 2026","passed","Sun Feb 22 20:01:30 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Ensure the hide/show button toggles the input ``type`` attribute.","154","Password visibility toggle works","tests.public","Sun Feb 22 20:00:46 UTC 2026","passed","Sun Feb 22 20:00:46 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","155","Required fields validation","tests.public","Sun Feb 22 20:01:05 UTC 2026","passed","Sun Feb 22 20:01:05 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1804","Search by Partial Email","tests.admin","Sun Feb 22 19:57:43 UTC 2026","passed","Sun Feb 22 19:57:45 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2026","Invalid Deadline Date Validation","tests.admin","Sun Feb 22 19:58:21 UTC 2026","passed","Sun Feb 22 19:58:23 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","161","Password rules validation","tests.public","Sun Feb 22 19:59:38 UTC 2026","passed","Sun Feb 22 19:59:38 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","528","Empty fields validation","tests.public","Sun Feb 22 19:59:21 UTC 2026","passed","Sun Feb 22 19:59:22 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that selecting a date via the calendar picker fills the
        Date of incorporation/Establishment field and is valid on submit.

        Steps:
        1. Open the calendar and select a day
        2. Verify the date field spinbuttons are filled
        3. Submit the application
        4. Verify the date field is not invalid
        ","2664","Date of Incorporation Calendar Selection","tests.forms","Sun Feb 22 19:59:13 UTC 2026","passed","Sun Feb 22 19:59:15 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2184","Invalid Email Format Validation","tests.admin","Sun Feb 22 19:58:17 UTC 2026","passed","Sun Feb 22 19:58:20 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1373","Invalid Credentials Notification","tests.public","Sun Feb 22 20:00:39 UTC 2026","passed","Sun Feb 22 20:00:40 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2777","Invalid Email Format Validation","tests.admin","Sun Feb 22 20:01:33 UTC 2026","passed","Sun Feb 22 20:01:36 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Enter an incorrectly formatted e‑mail address and verify the validation message.","155","Invalid e‑mail format validation","tests.public","Sun Feb 22 19:59:37 UTC 2026","passed","Sun Feb 22 19:59:37 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2694","Invalid Email Format Validation","tests.admin","Sun Feb 22 20:01:42 UTC 2026","passed","Sun Feb 22 20:01:45 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2964","Invalid Email Format Validation","tests.admin","Sun Feb 22 20:01:08 UTC 2026","passed","Sun Feb 22 20:01:11 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Verify that the user can copy a workflow link.
        ","1031","Copy Workflow Link","tests.admin","Sun Feb 22 19:58:03 UTC 2026","passed","Sun Feb 22 19:58:04 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","9","Login Page Load","tests.public","Sun Feb 22 19:59:17 UTC 2026","passed","Sun Feb 22 19:59:17 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","3075","Invalid Deadline Date Validation","tests.admin","Sun Feb 22 20:00:13 UTC 2026","passed","Sun Feb 22 20:00:16 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1382","Invalid Credentials Notification","tests.public","Sun Feb 22 20:01:00 UTC 2026","passed","Sun Feb 22 20:01:02 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Email.
        ","1314","Search by Email","tests.admin","Sun Feb 22 19:57:37 UTC 2026","passed","Sun Feb 22 19:57:39 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2011","Invalid Email Format Validation","tests.admin","Sun Feb 22 20:01:39 UTC 2026","passed","Sun Feb 22 20:01:41 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
