"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that clicking 'Sign in' link opens the Sign In page.","397","Sign‑In navigation","tests","Thu Feb 12 15:29:49 UTC 2026","passed","Thu Feb 12 15:29:50 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2813","Invalid Email Format Validation","tests","Thu Feb 12 15:31:27 UTC 2026","passed","Thu Feb 12 15:31:30 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test closing the invalid credentials notification.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears and can be closed
        ","2712","Close Invalid Credentials Notification","tests","Thu Feb 12 15:29:33 UTC 2026","passed","Thu Feb 12 15:29:36 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2914","Invalid Email Format Validation","tests","Thu Feb 12 15:31:46 UTC 2026","passed","Thu Feb 12 15:31:49 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2697","Invalid Email Format Validation","tests","Thu Feb 12 15:30:56 UTC 2026","passed","Thu Feb 12 15:30:58 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"","129","test_password_hide_button_is_working[chromium]","tests","Thu Feb 12 15:29:39 UTC 2026","passed","Thu Feb 12 15:29:39 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2881","Required Field Validations","tests","Thu Feb 12 15:30:51 UTC 2026","passed","Thu Feb 12 15:30:54 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Email.
        ","1758","Search by Email","tests","Thu Feb 12 15:30:15 UTC 2026","passed","Thu Feb 12 15:30:17 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1326","Search by Partial Email","tests","Thu Feb 12 15:28:53 UTC 2026","passed","Thu Feb 12 15:28:54 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Full Name.
        ","940","Search by Name","tests","Thu Feb 12 15:28:45 UTC 2026","passed","Thu Feb 12 15:28:46 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2148","Invalid Deadline Date Validation","tests","Thu Feb 12 15:30:03 UTC 2026","passed","Thu Feb 12 15:30:05 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Verify that the sign‑up page loads and all critical elements are visible.","1160","Sign‑Up page loads and all elements are visible","tests","Thu Feb 12 15:29:40 UTC 2026","passed","Thu Feb 12 15:29:41 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","2382","Successful Login","tests","Thu Feb 12 15:29:25 UTC 2026","passed","Thu Feb 12 15:29:28 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","159","Password rules validation","tests","Thu Feb 12 15:31:25 UTC 2026","passed","Thu Feb 12 15:31:26 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1367","Invalid Credentials Notification","tests","Thu Feb 12 15:29:30 UTC 2026","passed","Thu Feb 12 15:29:32 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","521","Wrong format fields validation","tests","Thu Feb 12 15:31:16 UTC 2026","passed","Thu Feb 12 15:31:17 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2946","Invalid Email Format Validation","tests","Thu Feb 12 15:31:38 UTC 2026","passed","Thu Feb 12 15:31:41 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2104","Invalid Email Format Validation","tests","Thu Feb 12 15:31:33 UTC 2026","passed","Thu Feb 12 15:31:35 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Enter different values for *Password* and *Repeat Password* and verify the validation.

        The application typically shows a specific message; we assert that the
        *repeat‑password* validation element displays a non‑empty error.
        ","173","Password mismatch validation","tests","Thu Feb 12 15:29:48 UTC 2026","passed","Thu Feb 12 15:29:48 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Verify filtering links by Deadline Date range.

        Preconditions:
        - Links page is open with links having different deadlines

        Steps:
        1. Click ""Filter""
        2. Enter a date range using the date pickers
        3. Click ""Apply""

        Expected Results:
        - Only links with Deadline Dates within the selected range are displayed
        - Links outside the range are hidden
        - Table updates correctly after filter applied
        ","5464","Filter by Deadline Date Range","tests","Thu Feb 12 15:29:13 UTC 2026","failed","Thu Feb 12 15:29:19 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","501","Empty fields validation","tests","Thu Feb 12 15:29:29 UTC 2026","passed","Thu Feb 12 15:29:29 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","168","Required fields validation","tests","Thu Feb 12 15:31:18 UTC 2026","passed","Thu Feb 12 15:31:18 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","519","Empty fields validation","tests","Thu Feb 12 15:31:12 UTC 2026","passed","Thu Feb 12 15:31:12 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","15446","Filter by Profile Type","tests","Thu Feb 12 15:30:24 UTC 2026","broken","Thu Feb 12 15:30:40 UTC 2026","TestLinksPage","test_links_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","15469","Filter by Profile Type","tests","Thu Feb 12 15:28:56 UTC 2026","broken","Thu Feb 12 15:29:11 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","150","Required fields validation","tests","Thu Feb 12 15:30:47 UTC 2026","passed","Thu Feb 12 15:30:47 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2939","Invalid Deadline Date Validation","tests","Thu Feb 12 15:31:00 UTC 2026","passed","Thu Feb 12 15:31:03 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1350","Search by Partial Email","tests","Thu Feb 12 15:30:21 UTC 2026","passed","Thu Feb 12 15:30:23 UTC 2026","TestLinksPage","test_links_page","",""
"Ensure the hide/show button toggles the input ``type`` attribute.","120","Password visibility toggle works","tests","Thu Feb 12 15:29:47 UTC 2026","passed","Thu Feb 12 15:29:47 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","88","Search Options Visibility","tests","Thu Feb 12 15:28:34 UTC 2026","passed","Thu Feb 12 15:28:34 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","471","Wrong format fields validation","tests","Thu Feb 12 15:30:45 UTC 2026","passed","Thu Feb 12 15:30:46 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that 'Hide Expired Links' toggle correctly hides/shows expired links.
        Uses Playwright's clock to simulate time passing.
        ","2570","Hide Expired Links Toggle","tests","Thu Feb 12 15:29:20 UTC 2026","passed","Thu Feb 12 15:29:23 UTC 2026","TestLinksPage","test_links_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","164","Password rules validation","tests","Thu Feb 12 15:29:45 UTC 2026","passed","Thu Feb 12 15:29:46 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Ensure the hide/show button toggles the input ``type`` attribute.","142","Password visibility toggle works","tests","Thu Feb 12 15:30:49 UTC 2026","passed","Thu Feb 12 15:30:50 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","158","Required fields validation","tests","Thu Feb 12 15:31:24 UTC 2026","passed","Thu Feb 12 15:31:24 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2086","Invalid Email Format Validation","tests","Thu Feb 12 15:31:21 UTC 2026","passed","Thu Feb 12 15:31:23 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","1168","Links Page Load","tests","Thu Feb 12 15:28:31 UTC 2026","passed","Thu Feb 12 15:28:32 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Full Name.
        ","934","Search by Name","tests","Thu Feb 12 15:30:13 UTC 2026","passed","Thu Feb 12 15:30:14 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","560","Wrong format fields validation","tests","Thu Feb 12 15:29:37 UTC 2026","passed","Thu Feb 12 15:29:37 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2134","Invalid Email Format Validation","tests","Thu Feb 12 15:31:43 UTC 2026","passed","Thu Feb 12 15:31:45 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Enter an incorrectly formatted e‑mail address and verify the validation message.","162","Invalid e‑mail format validation","tests","Thu Feb 12 15:29:44 UTC 2026","passed","Thu Feb 12 15:29:44 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","156","Password rules validation","tests","Thu Feb 12 15:31:19 UTC 2026","passed","Thu Feb 12 15:31:19 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","1017","Search by Partial Name","tests","Thu Feb 12 15:28:51 UTC 2026","passed","Thu Feb 12 15:28:52 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1369","Invalid Credentials Notification","tests","Thu Feb 12 15:31:14 UTC 2026","passed","Thu Feb 12 15:31:15 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Verify that clicking 'Sign up' link opens the Sign Up page.","438","Sign-Up navigation","tests","Thu Feb 12 15:29:40 UTC 2026","passed","Thu Feb 12 15:29:40 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","938","Search by Partial Name","tests","Thu Feb 12 15:30:19 UTC 2026","passed","Thu Feb 12 15:30:20 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2068","Invalid Email Format Validation","tests","Thu Feb 12 15:29:59 UTC 2026","passed","Thu Feb 12 15:30:01 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","9","Login Page Load","tests","Thu Feb 12 15:29:24 UTC 2026","passed","Thu Feb 12 15:29:24 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","200","Generate Link Modal Load","tests","Thu Feb 12 15:29:54 UTC 2026","passed","Thu Feb 12 15:29:54 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","527","Empty fields validation","tests","Thu Feb 12 15:30:41 UTC 2026","passed","Thu Feb 12 15:30:41 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","160","Password rules validation","tests","Thu Feb 12 15:30:48 UTC 2026","passed","Thu Feb 12 15:30:48 UTC 2026","TestSignUpPage","test_sign_up_page","",""
