"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","614","Wrong format fields validation","tests","Mon Feb 02 18:31:46 UTC 2026","broken","Mon Feb 02 18:31:47 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","177","Required fields validation","tests","Mon Feb 02 18:31:48 UTC 2026","passed","Mon Feb 02 18:31:49 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that the sign‑up page loads and all critical elements are visible.","1197","Sign‑Up page loads and all elements are visible","tests","Mon Feb 02 18:30:18 UTC 2026","passed","Mon Feb 02 18:30:19 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1351","Invalid Email Format Validation","tests","Mon Feb 02 18:31:58 UTC 2026","passed","Mon Feb 02 18:31:59 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Full Name.
        ","923","Search by Name","tests","Mon Feb 02 18:29:21 UTC 2026","passed","Mon Feb 02 18:29:22 UTC 2026","TestLinksPage","test_links_page","",""
"Enter different values for *Password* and *Repeat Password* and verify the validation.

        The application typically shows a specific message; we assert that the
        *repeat‑password* validation element displays a non‑empty error.
        ","149","Password mismatch validation","tests","Mon Feb 02 18:30:26 UTC 2026","passed","Mon Feb 02 18:30:26 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that clicking 'Sign in' link opens the Sign In page.","43","Sign‑In navigation","tests","Mon Feb 02 18:30:27 UTC 2026","failed","Mon Feb 02 18:30:27 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","530","Invalid Deadline Date Validation","tests","Mon Feb 02 18:30:37 UTC 2026","passed","Mon Feb 02 18:30:37 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","185","Required fields validation","tests","Mon Feb 02 18:32:01 UTC 2026","passed","Mon Feb 02 18:32:01 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","161","Password rules validation","tests","Mon Feb 02 18:30:23 UTC 2026","passed","Mon Feb 02 18:30:23 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","467","Invalid Email Format Validation","tests","Mon Feb 02 18:32:02 UTC 2026","passed","Mon Feb 02 18:32:03 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","1773","Successful Login","tests","Mon Feb 02 18:30:02 UTC 2026","passed","Mon Feb 02 18:30:04 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","4493","Generate Link Functional Flow","tests","Mon Feb 02 18:31:36 UTC 2026","passed","Mon Feb 02 18:31:41 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","603","Empty fields validation","tests","Mon Feb 02 18:30:05 UTC 2026","broken","Mon Feb 02 18:30:06 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","581","Required Field Validations","tests","Mon Feb 02 18:30:33 UTC 2026","passed","Mon Feb 02 18:30:33 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","15373","Filter by Profile Type","tests","Mon Feb 02 18:31:00 UTC 2026","broken","Mon Feb 02 18:31:16 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","619","Empty fields validation","tests","Mon Feb 02 18:31:42 UTC 2026","broken","Mon Feb 02 18:31:43 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","164","Password rules validation","tests","Mon Feb 02 18:31:56 UTC 2026","passed","Mon Feb 02 18:31:57 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1112","Invalid Credentials Notification","tests","Mon Feb 02 18:31:44 UTC 2026","passed","Mon Feb 02 18:31:45 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","911","Links Page Load","tests","Mon Feb 02 18:29:11 UTC 2026","passed","Mon Feb 02 18:29:12 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Email.
        ","1713","Search by Email","tests","Mon Feb 02 18:30:51 UTC 2026","passed","Mon Feb 02 18:30:53 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","92","Search Options Visibility","tests","Mon Feb 02 18:29:14 UTC 2026","passed","Mon Feb 02 18:29:14 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1078","Invalid Credentials Notification","tests","Mon Feb 02 18:31:19 UTC 2026","passed","Mon Feb 02 18:31:20 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","147","Filter Popover Visibility","tests","Mon Feb 02 18:29:15 UTC 2026","passed","Mon Feb 02 18:29:15 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1494","Invalid Deadline Date Validation","tests","Mon Feb 02 18:31:34 UTC 2026","passed","Mon Feb 02 18:31:35 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Enter an incorrectly formatted e‑mail address and verify the validation message.","179","Invalid e‑mail format validation","tests","Mon Feb 02 18:30:22 UTC 2026","passed","Mon Feb 02 18:30:22 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","494","Invalid Email Format Validation","tests","Mon Feb 02 18:32:08 UTC 2026","passed","Mon Feb 02 18:32:09 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","5050","Search by Partial Name","tests","Mon Feb 02 18:29:27 UTC 2026","failed","Mon Feb 02 18:29:32 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","8597","Generate Link Functional Flow","tests","Mon Feb 02 18:30:39 UTC 2026","failed","Mon Feb 02 18:30:47 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
